#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/sllstore2017024/ozlem/KCL_SMOKE/SRR9657781_1.fastq.gz --bowtie2out /proj/sllstore2017024/ozlem/KCL_SMOKE/SRR9657781.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:78077
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	0.01761	42207
k__Bacteria|p__Firmicutes	2|1239	59.71721	0.01052	21350
k__Bacteria|p__Bacteroidetes	2|976	35.96134	0.00633	19211
k__Bacteria|p__Actinobacteria	2|201174	4.32145	0.00076	1646
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	54.34576	0.00957	19343
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	35.96134	0.00633	19211
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	5.37145	0.00095	2007
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	4.32145	0.00076	1646
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	54.34576	0.00957	19343
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	35.96134	0.00633	19211
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	5.37145	0.00095	2007
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	3.0182	0.00053	1120
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	1.30325	0.00023	526
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	54.34576	0.00957	19343
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	35.96134	0.00633	19211
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	5.37145	0.00095	2007
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	3.0182	0.00053	1120
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	1.30325	0.00023	526
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	2|1239|909932|1843489|31977|29465	44.99824	0.00792	16437
